"name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","log_price","days_since_last_review"
"Beautiful airy apartment with private backyard.","Brooklyn","Sunset Park",40.66123,-73.9971,"Entire home/apt",100,1,9,"2019-05-22",2.03,1,35,4.61512051684126,47
"Contemporary, Cozy  Retreat","Brooklyn","Canarsie",40.6354,-73.90039,"Entire home/apt",60,2,45,"2019-06-24",9.64,1,30,4.11087386417331,14
"PRIVATE 1 Bedroom w/ your own bathroom & entrance!","Brooklyn","Bushwick",40.69814,-73.92805,"Private room",70,3,3,"2019-05-19",1.13,3,21,4.26267987704132,50
"法拉盛花园独立屋Entire 3beds+Park mins go JFK Airport/NYC","Queens","Whitestone",40.78236,-73.82092,"Entire home/apt",140,1,9,"2019-06-07",1.64,1,204,4.94875989037817,31
"Beautiful and Spacious West Village Apartment","Manhattan","West Village",40.73386,-74.00038,"Entire home/apt",215,2,2,"2019-06-02",1.03,1,5,5.37527840768417,36
"Whole Ridgewood Railroad 2 blocks from M","Queens","Ridgewood",40.70271,-73.90517,"Entire home/apt",52,7,1,"2019-02-02",0.19,1,0,3.97029191355212,156
"Long Island City Apt with a Terrace","Queens","Sunnyside",40.7379,-73.92911,"Private room",85,1,21,"2019-07-02",4.92,1,80,4.45434729625351,6
"Urban Design Sanctuary","Manhattan","NoHo",40.72626,-73.99316,"Entire home/apt",250,3,9,"2019-07-02",2.7,1,112,5.52545293913178,6
"5 min away from LGA","Queens","East Elmhurst",40.76893,-73.87712,"Entire home/apt",135,1,17,"2019-07-08",3.57,2,0,4.91265488573605,0
"Manhattan Studio 4","Manhattan","Midtown",40.74827,-73.98865,"Entire home/apt",230,3,2,"2019-06-04",0.51,2,29,5.44241771052179,34
"Beautiful  Cozy  room in NYC  nearby Time square","Manhattan","Washington Heights",40.84562,-73.94031,"Private room",54,3,17,"2019-06-27",3.31,2,38,4.00733318523247,11
"Lovely studio in Astoria/ LIC!","Queens","Long Island City",40.76117,-73.93127,"Entire home/apt",70,2,11,"2019-05-28",2.29,1,3,4.26267987704132,41
"Amazing Value, Convenient Location, Nice Amenities","Brooklyn","East New York",40.67349,-73.88705,"Entire home/apt",100,5,0,NA,0,1,180,4.61512051684126,NA
"Your Stay in Staten Island will be the best","Staten Island","Concord",40.60228,-74.08324,"Private room",75,2,8,"2019-06-29",1.78,1,90,4.33073334028633,9
"Nice place for three people.","Manhattan","Upper West Side",40.79397,-73.972,"Private room",80,3,7,"2019-07-02",2.47,3,334,4.39444915467244,6
"Suite Escape - Modern & Chic 1 Bedroom","Brooklyn","Canarsie",40.63028,-73.90121,"Entire home/apt",110,2,0,NA,0,1,353,4.70953020131233,NA
"ENTIRE PLACE! near Columbia-sleeps up to 8 guests!","Manhattan","Harlem",40.81953,-73.95476,"Entire home/apt",250,1,0,NA,0,7,249,5.52545293913178,NA
"Terrific Tribeca 1BR, Gym, Roof deck, Indoor pool by Blueground","Manhattan","Tribeca",40.71494,-74.00676,"Entire home/apt",349,30,0,NA,0,232,310,5.85793315448346,NA
"LARGE ROOM 
20 minutes to midtown","Queens","Jackson Heights",40.75168,-73.88315,"Private room",59,2,1,"2019-02-03",0.19,2,0,4.0943445622221,155
"Sunny Studio located in the heart of Harlem","Manhattan","Harlem",40.81207,-73.94335,"Entire home/apt",80,2,3,"2019-02-25",0.63,1,0,4.39444915467244,133
"Spacious 2 beds apt in Hell’s Kitchen 5ppl","Manhattan","Hell's Kitchen",40.76246,-73.9953,"Entire home/apt",325,1,33,"2019-07-03",6.11,1,217,5.78689738136671,5
"Spacious Bedroom with King Bed in Light-Filled Apt","Manhattan","Upper West Side",40.80272,-73.96916,"Private room",80,5,3,"2019-04-30",0.65,1,188,4.39444915467244,69
"5min fr Belmont Park 15min fr JFK 20min fr LaGuard","Queens","Queens Village",40.71131,-73.74623,"Entire home/apt",69,1,34,"2019-06-10",6.46,1,170,4.24849524204936,28
"Sublet in Williamsburg, 50 steps from L train","Brooklyn","Williamsburg",40.7135,-73.94644,"Private room",48,28,0,NA,0,1,0,3.89182029811063,NA
"Penthouse studio. Clean. A+ location Cafe&Park :)","Brooklyn","Greenpoint",40.72328,-73.94969,"Entire home/apt",120,2,2,"2019-02-19",0.42,2,0,4.79579054559674,139
"Museum Bed and Breakfast: Apt 3R Garden View","Manhattan","Washington Heights",40.83583,-73.93847,"Entire home/apt",120,3,2,"2019-06-24",2,2,116,4.79579054559674,14
"Cozy private room in Williamsburg","Brooklyn","Williamsburg",40.71248,-73.94859,"Private room",45,3,1,"2019-02-21",0.22,1,0,3.8286413964891,137
"Historic Brooklyn Townhouse Garden Floor","Brooklyn","Prospect-Lefferts Gardens",40.6598,-73.95879,"Entire home/apt",85,2,25,"2019-07-08",4.78,1,28,4.45434729625351,0
"1 bedroom apartment/living room available.","Brooklyn","Midwood",40.61459,-73.96041,"Entire home/apt",59,2,4,"2019-06-13",0.73,1,87,4.0943445622221,25
"Modern NYC Apartment","Manhattan","Chelsea",40.75124,-73.99523,"Entire home/apt",100,5,6,"2019-06-20",1.1,1,8,4.61512051684126,18
"Comfy Private bedroom in shared APT - Wyckoff Hosp","Brooklyn","Bushwick",40.70535,-73.91817,"Private room",65,7,0,NA,0,3,329,4.18965474202643,NA
"Modern 3BR artsy Brooklyn duplex. New renovation","Brooklyn","Carroll Gardens",40.6827,-73.99142,"Entire home/apt",375,6,1,"2019-04-28",0.41,3,7,5.92958914338989,71
"Private room in modern duplex","Brooklyn","Bushwick",40.68542,-73.90952,"Private room",45,2,1,"2019-02-05",0.19,1,0,3.8286413964891,153
"Color and light, East Village","Manhattan","East Village",40.7221,-73.98304,"Entire home/apt",117,5,6,"2019-03-24",1.22,1,0,4.77068462446567,106
"Hip Bushwick Room close to L train (A)","Brooklyn","Bushwick",40.68219,-73.90737,"Private room",48,1,18,"2019-07-01",3.72,5,189,3.89182029811063,7
"Hip Bushwick Room close to L train (B)","Brooklyn","Bushwick",40.68209,-73.90672,"Private room",48,1,11,"2019-06-20",1.98,5,166,3.89182029811063,18
"Hip Bushwick Room close to L train (C)","Brooklyn","Bushwick",40.68161,-73.90618,"Private room",53,2,10,"2019-05-27",2.61,5,158,3.98898404656427,42
"conveniet access to NYC","Bronx","Belmont",40.85929,-73.89165,"Private room",99,2,1,"2019-03-11",0.25,2,0,4.60517018598809,119
"Hip-Beautiful Bushwick Room Close to L train (D)","Brooklyn","Bushwick",40.68216,-73.90642,"Private room",48,1,4,"2019-04-21",0.73,5,166,3.89182029811063,78
"Cozy Upper West Side Apartment","Manhattan","Upper West Side",40.80153,-73.9655,"Entire home/apt",150,5,0,NA,0,1,74,5.01727983681492,NA
"1 JFK Layover - Express train to Manhattan","Queens","Ozone Park",40.68069,-73.8494,"Private room",44,1,42,"2019-06-28",8.03,4,32,3.80666248977032,10
"Columbia & CentralPark Private room!","Manhattan","Harlem",40.80384,-73.95765,"Private room",55,30,1,"2019-03-01",0.23,3,353,4.02535169073515,129
"Morningside Park, near Columbia U., private room","Manhattan","Harlem",40.80351,-73.95822,"Private room",85,1,18,"2019-06-25",3.62,1,92,4.45434729625351,13
"Private exquisite apartment with modern amenities","Bronx","Mott Haven",40.81132,-73.92037,"Entire home/apt",115,3,19,"2019-07-07",3.41,1,228,4.75359019110636,1
"Wall-size window Private Bedroom","Brooklyn","Flatbush",40.63037,-73.95671,"Private room",45,1,9,"2019-06-24",1.72,1,129,3.8286413964891,14
"Large quiet apt. Right next to everything you need","Queens","Astoria",40.7679,-73.91764,"Entire home/apt",75,5,2,"2019-03-04",0.41,1,0,4.33073334028633,126
"Entire studio fully renovated","Queens","Woodhaven",40.69054,-73.84812,"Entire home/apt",99,5,7,"2019-06-11",1.62,6,319,4.60517018598809,27
"Modern living in semi-industrial setting","Brooklyn","Gowanus",40.68289,-73.9878,"Private room",80,1,2,"2019-04-07",0.63,1,0,4.39444915467244,92
"Spacious Downtown Studio","Manhattan","Financial District",40.71115,-74.00834,"Entire home/apt",209,3,12,"2019-06-19",2.2,5,107,5.34710753071747,19
"AMAZING ENTIRE APT FOR Friends and Family","Brooklyn","Bushwick",40.69254,-73.90445,"Entire home/apt",185,2,0,NA,0,8,320,5.2257466737132,NA
"A3 Delightful Budget private room","Brooklyn","Bushwick",40.69213,-73.90248,"Private room",65,2,15,"2019-06-18",2.81,8,344,4.18965474202643,20
"A3 Excellent Budget Private Room","Brooklyn","Bushwick",40.6918,-73.90414,"Private room",65,2,21,"2019-05-22",3.84,8,321,4.18965474202643,47
"Spacious room with easy commute to Grand Central!","Queens","Woodside",40.74466,-73.909,"Private room",38,30,0,NA,0,103,244,3.66356164612965,NA
"PRIME SOHO: Lovely Room With Closet on Prince St","Manhattan","SoHo",40.7276,-74.00275,"Private room",80,180,1,"2019-03-11",0.25,3,342,4.39444915467244,119
"Private room with bathroom/ M, J, Z, G trains","Brooklyn","Bedford-Stuyvesant",40.6931,-73.94043,"Private room",75,30,0,NA,0,10,364,4.33073334028633,NA
"Warm, quiet and spacious.","Manhattan","Washington Heights",40.83919,-73.94585,"Private room",75,3,2,"2019-02-12",0.41,2,0,4.33073334028633,146
"Adorable Hudson Yards Studio w/ Gym + Doorman by Blueground","Manhattan","Chelsea",40.75194,-73.99501,"Entire home/apt",243,30,0,NA,0,232,1,5.4971682252932,NA
"Loft on the Best Block of the Lower East Side","Manhattan","Chinatown",40.71683,-73.99172,"Entire home/apt",130,3,15,"2019-06-19",3.04,1,15,4.87519732320115,19
"Bright Room in Bushwick","Brooklyn","Bushwick",40.70108,-73.92401,"Private room",55,2,0,NA,0,1,0,4.02535169073515,NA
"Recently Renovated 2 Bed Apartment In Williamsburg","Brooklyn","Williamsburg",40.70787,-73.95501,"Entire home/apt",160,1,22,"2019-06-25",4.49,1,237,5.08140436498446,13
"Luxury Studio in Prime Area","Manhattan","Financial District",40.71081,-74.00846,"Entire home/apt",115,30,1,"2019-03-05",0.24,1,4,4.75359019110636,125
"Spacious 2 bedroom apt in Bensonhurst - Sleeps 10","Brooklyn","Bensonhurst",40.60556,-73.99898,"Entire home/apt",123,3,3,"2019-07-04",1.06,2,147,4.82028156560504,4
"Spacious studio - 5 Mins to Times Square","Manhattan","Midtown",40.76697,-73.98176,"Entire home/apt",105,30,0,NA,0,4,339,4.66343909411207,NA
"3 BDR APT, ONLY 1 SUBWAY STOP TO MANHATTAN, 5 MIN!","Brooklyn","Williamsburg",40.71011,-73.96086,"Entire home/apt",280,1,12,"2019-06-20",3.21,4,250,5.63835466933375,18
"Private West Village Townhouse w/ Hot Tub","Manhattan","West Village",40.73271,-74.00324,"Entire home/apt",700,4,10,"2019-06-01",2.56,1,127,6.55250788703459,37
"Best location Just 5 min to MANHATTAN","Brooklyn","Williamsburg",40.70999,-73.96097,"Private room",70,1,33,"2019-05-31",6.92,4,0,4.26267987704132,38
"MANHATTAN studio 10 minutes away from Central Park","Manhattan","Upper East Side",40.76672,-73.96111,"Entire home/apt",129,1,23,"2019-06-21",4.16,1,109,4.86753445045558,17
"East Flatbush","Brooklyn","East Flatbush",40.65057,-73.92383,"Private room",37,1,51,"2019-06-28",9.56,1,341,3.63758615972639,10
"Queen Master BR 5min Walk from Major Attractions 웃","Manhattan","Hell's Kitchen",40.76315,-73.98711,"Private room",150,1,4,"2019-06-21",0.75,3,149,5.01727983681492,17
"Sparkling Clean BR in Unbeatable Location 웃","Manhattan","Hell's Kitchen",40.76463,-73.98772,"Private room",150,1,3,"2019-03-07",0.56,3,152,5.01727983681492,123
"Coral Harlem Studio","Manhattan","Harlem",40.82297,-73.93948,"Private room",54,2,12,"2019-06-26",2.83,1,129,4.00733318523247,12
"High Vibe Upper West","Manhattan","Upper West Side",40.77809,-73.97962,"Entire home/apt",185,7,0,NA,0,1,55,5.2257466737132,NA
"Cozy apartment in the heart of NYC","Manhattan","East Village",40.73201,-73.98768,"Entire home/apt",250,2,0,NA,0,1,0,5.52545293913178,NA
"Beautiful & Spacious APT / Large Living Room Area","Brooklyn","Bushwick",40.6856,-73.91413,"Entire home/apt",79,2,4,"2019-06-11",0.86,2,0,4.38202663467388,27
"Beautiful Luxury Studio w/Exceptional Water View","Manhattan","Battery Park City",40.71085,-74.01801,"Entire home/apt",200,2,17,"2019-06-30",3.05,1,79,5.30330490805908,8
"COZY! PRIME LOCATION! REAL 2-BEDROOM!","Brooklyn","Cobble Hill",40.68846,-73.99557,"Entire home/apt",250,2,19,"2019-07-01",3.63,1,295,5.52545293913178,7
"Williamsburg - 1st stop out of Lower Manhattan!","Brooklyn","Williamsburg",40.71033,-73.95868,"Private room",59,1,1,"2019-02-15",0.21,1,0,4.0943445622221,143
"Beautiful & Cozy - SoHo Studio","Manhattan","SoHo",40.72451,-74.00385,"Entire home/apt",132,2,3,"2019-05-06",0.73,1,0,4.89034912822175,63
"Cozy Room - Free Cleaning + WiFi - Quick Walk to L","Brooklyn","Bushwick",40.70048,-73.91229,"Private room",34,30,0,NA,0,9,196,3.55534806148941,NA
"High ceilings  private room  with record player","Brooklyn","Bedford-Stuyvesant",40.68434,-73.93712,"Private room",70,1,5,"2019-06-30",1.97,1,0,4.26267987704132,8
"Lovely Room in Brooklyn","Brooklyn","Bensonhurst",40.61109,-74.00239,"Private room",90,1,0,NA,0,1,0,4.51085950651685,NA
"Cuarto acogedor para gente que quiera disfrutar NY","Queens","Flushing",40.76398,-73.82426,"Private room",40,2,1,"2019-04-07",0.32,1,153,3.71357206670431,92
"#NycArtBNB Luxury West Village 1 Bedroom","Manhattan","West Village",40.73304,-74.00059,"Entire home/apt",250,1,21,"2019-06-30",4.34,2,271,5.52545293913178,8
"Beautiful Room in Bushwick","Brooklyn","Bushwick",40.70471,-73.92477,"Private room",89,2,0,NA,0,2,0,4.49980967033027,NA
"Pirouette (Private Room)","Brooklyn","Gravesend",40.58421,-73.97104,"Private room",35,5,1,"2019-02-15",0.21,12,0,3.58351893845611,143
"Amazing Private room near Central Park","Manhattan","Harlem",40.80515,-73.95651,"Private room",59,30,1,"2019-03-17",0.26,3,332,4.0943445622221,113
"Crown heights apt","Brooklyn","Crown Heights",40.66897,-73.92848,"Private room",130,14,0,NA,0,1,365,4.87519732320115,NA
"Private room with a great location in Manhattan","Manhattan","Harlem",40.80492,-73.95817,"Private room",59,30,2,"2019-05-13",0.5,3,333,4.0943445622221,56
"Large and Comfy at Prospect Park","Brooklyn","Prospect-Lefferts Gardens",40.65952,-73.95526,"Private room",50,1,0,NA,0,3,305,3.93182563272433,NA
"Private room in center of Manhattan I","Manhattan","Lower East Side",40.70988,-73.98686,"Private room",73,15,0,NA,0,28,185,4.30406509320417,NA
"Entire 3rd Floor w/2 rooms of Authentic Brownstone","Brooklyn","Bedford-Stuyvesant",40.69254,-73.93823,"Entire home/apt",400,2,0,NA,0,6,0,5.99396142730657,NA
"Wonderful private room near Two Bridges II","Manhattan","Lower East Side",40.70961,-73.98679,"Private room",73,15,0,NA,0,28,185,4.30406509320417,NA
"Artist’s apartment in Harlem!","Manhattan","Harlem",40.82458,-73.93883,"Private room",39,2,0,NA,0,2,315,3.68887945411394,NA
"Serenity in the Gardens","Brooklyn","Carroll Gardens",40.6766,-73.99855,"Private room",225,3,1,"2019-05-09",0.48,1,178,5.42053499927229,60
"Park Slope apartment in the heart of it all.","Brooklyn","South Slope",40.66626,-73.98127,"Entire home/apt",275,1,0,NA,0,1,0,5.62040086571715,NA
"Sunny bedroom in Greenpoint/Williamsburg Brooklyn.","Brooklyn","Greenpoint",40.72174,-73.94802,"Private room",65,1,32,"2019-07-01",8.5,1,22,4.18965474202643,7
"**BROOKLYN BLUE**MODERN LUXE STUDIO SUITE","Brooklyn","Prospect-Lefferts Gardens",40.6615,-73.95307,"Entire home/apt",126,3,23,"2019-06-26",4.51,1,6,4.84418708645859,12
"Large Private Room with office space","Brooklyn","Bedford-Stuyvesant",40.68809,-73.95855,"Private room",63,1,3,"2019-06-28",0.74,1,44,4.15888308335967,10
"Cozy and Spacious 2 bedroom Apartment","Brooklyn","Bedford-Stuyvesant",40.69569,-73.94792,"Entire home/apt",165,5,8,"2019-06-16",2.67,1,81,5.11198778835654,22
"Amazing Room in Triplex Loft","Brooklyn","Greenpoint",40.73392,-73.95203,"Private room",65,1,3,"2019-03-13",0.55,2,0,4.18965474202643,117
"Large Private Room in Modern, Rustic 2BR Apartment","Manhattan","Harlem",40.82049,-73.95268,"Private room",50,3,3,"2019-07-01",0.74,1,7,3.93182563272433,7
"NEW YORK CITY Manhattan Penthouse Central Park","Manhattan","Upper West Side",40.79118,-73.97091,"Entire home/apt",110,30,1,"2019-05-19",0.59,1,3,4.70953020131233,50
"Great access/2min! U can use 5 lines(EFMR7) !","Queens","Woodside",40.74578,-73.89328,"Private room",40,30,1,"2019-03-16",0.26,15,1,3.71357206670431,114
"Amazing Townhouse Prewar Duplex @ Lex Ave&79th St!","Manhattan","Upper East Side",40.77567,-73.95961,"Entire home/apt",495,2,15,"2019-06-24",3.31,1,156,6.20657592672493,14
"Garden apartment in the heart of Gramercy","Manhattan","Flatiron District",40.74158,-73.98593,"Entire home/apt",200,2,8,"2019-07-01",1.95,1,34,5.30330490805908,7
"PLEASE READ LISTING BEFORE BOOKING
Suite 10017","Brooklyn","Canarsie",40.63502,-73.88834,"Entire home/apt",130,1,57,"2019-07-08",10.36,1,337,4.87519732320115,0
"Great Access! 2min frm station U can use 5 lines!!","Queens","Woodside",40.74438,-73.89161,"Private room",40,30,1,"2019-03-03",0.23,15,44,3.71357206670431,127
"Small studio in Queens","Queens","Woodside",40.74734,-73.89735,"Entire home/apt",95,2,0,NA,0,1,17,4.56434819146784,NA
"Downtown Modern 2 bedroom with Views!","Manhattan","Gramercy",40.73782,-73.98547,"Entire home/apt",218,1,6,"2019-05-12",1.49,3,0,5.3890717298165,57
"Large Private Bedroom with a High-rise View in NYC","Manhattan","Flatiron District",40.73943,-73.98532,"Private room",65,1,14,"2019-06-02",2.98,3,0,4.18965474202643,36
"2 minutes to subway Room with Terrace  and sofa","Queens","Elmhurst",40.73538,-73.87892,"Private room",34,28,0,NA,0,1,0,3.55534806148941,NA
"Chic and cozy","Manhattan","Upper West Side",40.77796,-73.98213,"Private room",95,275,0,NA,0,1,365,4.56434819146784,NA
"New(2015) Room & easy commute to Manhattan 35min","Queens","Elmhurst",40.74001,-73.87629,"Private room",32,29,1,"2019-03-31",0.3,37,31,3.49650756146648,99
"Amazing and spacius room in Bed-Stuy Brooklyn","Brooklyn","Bedford-Stuyvesant",40.68442,-73.92441,"Private room",80,3,6,"2019-07-01",1.41,1,179,4.39444915467244,7
"Beautiful room in Bushwick","Brooklyn","Bushwick",40.70526,-73.92446,"Private room",250,2,0,NA,0,2,97,5.52545293913178,NA
"PRIVATE duplex by trains in the heart of Bushwick","Brooklyn","Bushwick",40.69863,-73.934,"Entire home/apt",107,4,1,"2019-03-01",0.23,1,0,4.68213122712422,129
"Private room in Beautiful Bed-Stuy","Brooklyn","Bedford-Stuyvesant",40.68427,-73.9546,"Private room",46,1,18,"2019-07-01",3.33,1,16,3.85014760171006,7
"ingefära hus! Two bedroom apt in Williamsburg, BK","Brooklyn","Williamsburg",40.71144,-73.95576,"Entire home/apt",175,2,4,"2019-05-19",0.99,3,14,5.17048399503815,50
"Private house with backyard overlooking park.","Queens","Flushing",40.75406,-73.80156,"Entire home/apt",159,3,1,"2019-06-30",1,1,78,5.07517381523383,8
"Specious 4-people room in nice surrounding","Brooklyn","East Flatbush",40.64434,-73.9504,"Shared room",31,30,0,NA,0,7,365,3.46573590279973,NA
"Luxury Large 2-Bedroom Apartment in Hot Astoria","Queens","Astoria",40.76595,-73.90829,"Entire home/apt",115,1,30,"2019-07-06",5.81,1,85,4.75359019110636,2
"Cozy room with nice view.(20mn to Times Square).","Manhattan","East Harlem",40.81339,-73.93617,"Private room",75,1,16,"2019-07-01",4.8,1,199,4.33073334028633,7
"Cozy and warm private room","Manhattan","East Harlem",40.79568,-73.93368,"Private room",50,2,6,"2019-06-18",1.1,2,5,3.93182563272433,20
"Tribeca Bedroom/Bathroom in Fabulous Penthouse","Manhattan","Tribeca",40.72154,-74.00664,"Private room",149,1,6,"2019-06-05",1.7,1,336,5.01063529409626,33
"Private Room in LES","Manhattan","East Village",40.72043,-73.97923,"Private room",84,2,0,NA,0,1,0,4.44265125649032,NA
"Room with private bath and shower in boho apt","Brooklyn","Bushwick",40.69713,-73.93035,"Private room",50,15,0,NA,0,1,0,3.93182563272433,NA
"Three Bedroom / 2.5 Restroom In Warm Relaxing Home","Queens","Richmond Hill",40.68378,-73.83136,"Entire home/apt",175,2,7,"2019-06-23",2.88,2,345,5.17048399503815,15
"Pvt Bath, Parking/Bkft -  ""Suite Piece of Heaven""","Queens","Whitestone",40.7866,-73.82207,"Private room",65,1,14,"2019-06-30",4.77,2,5,4.18965474202643,8
"Luxury Highrise with Golf Simulator/Sauana Mry Hil","Manhattan","Murray Hill",40.74661,-73.97195,"Private room",90,7,5,"2019-05-15",1.06,1,8,4.51085950651685,54
"New York Apartment in a Beautiful Neighborhood","Manhattan","Washington Heights",40.85548,-73.93741,"Entire home/apt",89,7,0,NA,0,1,1,4.49980967033027,NA
"Hamilton Studio. 2Queen. priv bath. kitchenette","Manhattan","Harlem",40.82335,-73.94939,"Entire home/apt",145,4,20,"2019-07-02",3.66,3,310,4.98360662170834,6
